File,FAQ_Number,Question,Answer
Guidelines for Promotion M Grade.txt,5,How are employees nominated for promotion?,"Nomination is typically done by the Department Head.  For grades M9 and above, a recommendation from the Department Head with a CXO sign-off is required."
Guidelines for Promotion M Grade.txt,6,What is the role of the Assessment Center in the promotion process?,"The Assessment Center involves structured activities to evaluate the candidate's abilities in handling complex situations, teamwork, leadership, and people management.  The outcome is weighted 60% towards potential (from the Assessment Center) and 40% towards performance score."
Guidelines for Promotion M Grade.txt,7,What happens if an employee doesn't pass the Assessment Center for grades M7 and above?,There's a one-year cooling-off period before they can re-apply. Exceptions can be made at the sole discretion of Management.
Guidelines for Promotion M Grade.txt,8,What other criteria are considered besides tenure and performance ratings?,"Availability of the role, demonstration of required competencies, employee willingness to accept additional responsibilities, and compliance with company policies are also considered.  Employees under investigation or with disciplinary actions are ineligible."
Guidelines for Promotion M Grade.txt,9,How are tenure requirements handled if an employee has worked slightly less than the minimum?,"Fractions of a year exceeding nine months may be rounded up to a full year at Management's discretion, based on merit as an exception."
Guidelines for Promotion M Grade.txt,10,Who is responsible for interpreting this policy?,The functional policy owners are responsible for interpretation.  Any exceptions require approval from the Group Chief Human Resources Officer.
Guidelines for Promotion M Grade.txt,11,How can I get clarification on this policy?,Contact your respective HR Business Partner (HRBP).
Guidelines for Promotion M Grade.txt,12,Who are the primary and secondary contacts for policy inquiries?,Contact details for primary and secondary contacts are listed in section 6 of the document.
Guidelines for Promotion M Grade.txt,13,Is this policy subject to change?,"Yes, this policy is subject to change at any time by Angel One.  Any amendments will be communicated in writing."
Guidelines for Promotion M Grade.txt,14,What is the weight given to performance and potential in the final promotion decision?,The final decision is based on a 40% weight on the performance score and a 60% weight on the potential score (derived from the Assessment Center).
Guidelines for Promotion M Grade.txt,15,What is the document ID and next review date for this policy?,"Document ID is 2.0, and the next review date is January 1, 2026."
Guidelines for Promotion M Grade.txt,16,Who are the policy owner and approver?,The Rewards Team is the policy owner and recommender for approval. Subhash Menon is the document approver.
Guidelines for Promotion M Grade.txt,17,When did this policy come into effect?,"This policy came into effect on April 1, 2024."
Guidelines for Promotion M Grade.txt,18,Are there any penalties for violating this policy?,The document doesn't specify penalties for violating the policy but states that the company's decision is final and binding.
Guidelines for Promotion M Grade.txt,19,What if I disagree with a promotion decision?,"The policy states that the company's decision is final and binding.  However, internal grievance procedures may exist within the company; you should consult with your HRBP to understand these processes."
Guidelines for Promotion M Grade.txt,20,How are exceptions to this policy handled?,Exceptions require approval from the Group Chief Human Resources Officer.
Guidelines for Promotion T Grade.txt,1,What is the purpose of this promotion policy?,"This policy provides a framework for employee growth at Angel One, ensuring fairness and transparency in promotions by outlining clear criteria and guidelines for nomination, process, and evaluation."
Guidelines for Promotion T Grade.txt,2,Who is this policy applicable to?,"This policy applies to all active full-time employees of Angel One, excluding those covered by the Career Progression Policy."
Guidelines for Promotion T Grade.txt,3,How long must I be in my current grade to be eligible for promotion under the natural progression track?,"The minimum tenure varies depending on your current and target grade.  See section 3.1 for specific tenure requirements for each grade level.  For example, a T2A employee requires 4 years to progress to T1 under natural progression."
Guidelines for Promotion T Grade.txt,4,What are the requirements for fast-track promotion?,"Fast-track promotion requires consistent 'Exceeds Expectation' or 'Exceptional' performance ratings in recent performance review cycles, along with meeting the reduced minimum tenure requirements specified for each grade in section 3.1."
Guidelines for Promotion T Grade.txt,5,How am I nominated for a promotion?,Nominations for promotion are made by your Department Head.
Guidelines for Promotion T Grade.txt,6,What is the evaluation process for promotions?,"The evaluation involves an Assessment Center (described in section 3.4), which assesses your ability to handle complex situations, team dynamics, leadership, and other relevant skills.  The final decision is based on a weighted average of your performance score (40%) and potential score (60%) from the Assessment Center."
Guidelines for Promotion T Grade.txt,7,What happens if I don't pass the Assessment Center?,"For T3A and above positions, failure to pass the Assessment Center results in a one-year cooling-off period before you can reapply.  Exceptions may be made at the sole discretion of Management."
Guidelines for Promotion T Grade.txt,8,What factors are considered besides tenure and performance ratings for promotion eligibility?,"Additional factors include the availability of the next-level role, demonstration of required competencies, willingness to take on additional responsibilities, and the absence of any compliance issues, warnings, or disciplinary actions during the review year (section 3.3)."
Guidelines for Promotion T Grade.txt,9,Can a fraction of a year be considered towards tenure?,"Fractions of a year exceeding 9 months may be rounded up to a full year at Management's discretion, based on merit as an exception."
Guidelines for Promotion T Grade.txt,10,What is the weighting of performance and potential in the final promotion decision?,The final decision is 40% based on performance score and 60% based on potential score from the Assessment Center.
Guidelines for Promotion T Grade.txt,11,What are the different promotion progression tracks?,There are two tracks: Natural Progression (Meets Expectations/Exceeds Expectations rating and minimum tenure) and Fast-Track Progression (consistent Exceeds Expectations/Exceptional ratings and reduced minimum tenure).
Guidelines for Promotion T Grade.txt,12,Who interprets this policy and handles exceptions?,"Functional policy owners interpret the policy, while exceptions require approval from the Group Human Resources Officer."
Guidelines for Promotion T Grade.txt,13,How are changes to this policy communicated?,Amendments or additions will be communicated in writing and become part of the official policy.
Guidelines for Promotion T Grade.txt,14,Who are the primary and secondary contacts for questions about this policy?,"See section 6, Contact Matrix, for email addresses of primary and secondary contacts."
Guidelines for Promotion T Grade.txt,15,"When was this policy implemented, and when is the next review?","This policy went into effect on April 1st, 2024, and will be reviewed on January 1st, 2026."
Guidelines for Promotion T Grade.txt,16,Who is the policy owner?,The Rewards Team is the policy owner.
Guidelines for Promotion T Grade.txt,17,Is the company’s decision on promotion final?,"Yes, the company's decision is final and binding."
Guidelines for Promotion T Grade.txt,18,What constitutes a ‘cooling off period’?,"For T3A and above, failing the Assessment Center leads to a one-year period of ineligibility to retake the Assessment."
Guidelines for Promotion T Grade.txt,19,What if I have questions not addressed in this FAQ?,Contact your respective HRBP for clarification.
Guidelines for Promotion T Grade.txt,20,What is the document ID for this policy?,The document ID is 2.0
Handling Gifts and Hospitality.txt,1,What is the purpose of this Gifts and Hospitality policy?,"The policy aims to ensure compliance with laws and regulations, uphold ethical conduct, prevent conflicts of interest, and protect Angel One's reputation."
Handling Gifts and Hospitality.txt,2,Who does this policy apply to?,"This policy applies to all Angel One employees, contractors, consultants, agents, controlled entities, and representatives, including those associated with Angel Group and its subsidiaries, who interact with external parties."
Handling Gifts and Hospitality.txt,3,What is defined as a 'Gift' under this policy?,"A gift is anything of value less than INR 1000, including cash, vouchers, merchandise, services, benefits, favors, tangible or intangible items, entertainment tickets, travel accommodations, and discounts. Accepting monetary gifts is strictly prohibited, as is accepting multiple nominal gifts."
Handling Gifts and Hospitality.txt,4,What is defined as 'Hospitality' under this policy?,"Hospitality includes entertainment, meals, accommodations, travel, and other courtesies offered or received in business-related activities."
Handling Gifts and Hospitality.txt,5,Do I need approval before giving a gift on behalf of the company?,"Yes, prior approval from your supervisor or designated authority is required before giving any gifts or hospitality, especially those exceeding a predetermined threshold.  Detailed records must be kept."
Handling Gifts and Hospitality.txt,6,What is the guideline for the business purpose of gifts and hospitality?,"Gifts and hospitality should be given for legitimate business purposes like relationship building, expressing appreciation, or promoting goodwill.  They should never be used to influence or reward improper conduct.  Approvals from Business Head, HRBP, and Policy Owner are required, along with detailed record-keeping."
Handling Gifts and Hospitality.txt,7,Are there any prohibited gifts?,"Yes.  Cash gifts, lavish or extravagant gifts, gifts intended to influence business decisions, or gifts that are illegal or unethical are strictly prohibited."
Handling Gifts and Hospitality.txt,8,What should I do if I receive a gift that may create a conflict of interest?,"Assess the potential conflict. If concerned, decline the gift or seek guidance from your supervisor or designated authority."
Handling Gifts and Hospitality.txt,9,What are the procedures for disclosing gifts or hospitality received?,Promptly disclose any offers or receipt of gifts or hospitality to your supervisor or designated authority.
Handling Gifts and Hospitality.txt,10,What happens if I don't comply with this policy?,"Non-compliance may result in disciplinary action, up to and including termination of employment or contractual relationship. Legal action may also be pursued."
Handling Gifts and Hospitality.txt,11,How is compliance with this policy monitored?,"Angel One monitors compliance through regular reviews, audits, and investigations."
Handling Gifts and Hospitality.txt,12,Are there any exceptions to the gift and hospitality restrictions?,"Yes, certain exceptions include employee recognition awards, gifts at company events, small promotional items from vendors, industry awards, approved incentive programs, and gifts related to training or conference attendance.  However, gifts exceeding the nominal amount require approval from your Line Manager, HRBP and the respective CXO."
Handling Gifts and Hospitality.txt,13,What is the threshold value for gifts that require additional approval?,Gifts exceeding INR 1000 require consultation with your Line Manager or HRBP and approval from the respective CXO of the Business.
Handling Gifts and Hospitality.txt,14,Who should I contact if I have questions about this policy?,"Contact information for Boneya Sam, Bright Onyx, Saheli Talukder, and Keerthana Ravikumar are provided in the Contact Matrix section of the policy.  A secondary contact, hr.grievances@angelbroking.com, is also listed."
Handling Gifts and Hospitality.txt,15,What are the record-keeping requirements for gifts and hospitality?,All gifts and hospitality given or received must be accurately recorded and reported in accordance with company policies and procedures.
Handling Gifts and Hospitality.txt,16,When was this policy last reviewed and when is the next review?,"The policy was approved on January 1st, 2025, and the next review is scheduled for April 1st, 2025."
Handling Gifts and Hospitality.txt,17,What other policies are related to this Gifts and Hospitality policy?,"Related policies include the Code of Conduct and Ethics; Vigil Mechanism and Whistle Blower; Grievance, Disciplinary; and PROSH."
Handling Gifts and Hospitality.txt,18,Is accepting a gift card for INR 900 acceptable?,"Yes, provided it's a single gift and it falls under the INR 1000 limit. However, multiple nominal gifts, even if individually under the limit, are strictly prohibited."
Handling Gifts and Hospitality.txt,19,Can I accept a small promotional pen from a vendor?,"Generally, yes, as long as it is a small, inexpensive promotional item consistent with the definition of a 'gift' and doesn't influence your business decisions."
Handling Gifts and Hospitality.txt,20,What constitutes a 'lavish or extravagant gift'?,"This is determined by context and business norms, but generally implies a gift far exceeding the value of typical business courtesies and potentially creating a perception of undue influence."
Handling Uninformed Absenteeism.txt,1,What is the purpose of the Uninformed Absenteeism policy?,This policy outlines the guidelines for handling continuous uninformed absenteeism for a period exceeding 3 consecutive working days at Angel One.  It aims to address situations where employees are absent without notifying their reporting manager.
Handling Uninformed Absenteeism.txt,2,To whom does this policy apply?,"This policy applies to all employees of Angel One, regardless of their tenure or position."
Handling Uninformed Absenteeism.txt,3,What constitutes 'uninformed absenteeism' under this policy?,Uninformed absenteeism is defined as being absent from work for three or more consecutive working days without notifying your reporting manager.
Handling Uninformed Absenteeism.txt,4,What happens on the 4th day of an uninformed absence?,"On the 4th day of consecutive uninformed absence, the reporting manager receives a notification from the HRMS system. They are then required to attempt contacting the employee to understand the reason for their absence."
Handling Uninformed Absenteeism.txt,5,What actions are taken on the 5th day of an uninformed absence?,A caution letter is issued to the employee on the 5th day of their uninformed absence.
Handling Uninformed Absenteeism.txt,6,What happens on the 9th and 14th days of an uninformed absence?,"A show cause notice is issued on the 9th day, and a termination letter may be issued on the 14th day if the situation remains unresolved."
Handling Uninformed Absenteeism.txt,7,Under what circumstances will the disciplinary process be stopped?,"The process will be stopped if the manager contacts the employee and updates the HR Business Partner, if the employee provides a genuine reason for absence and agrees on a return-to-work date, or if the employee formally resigns or marks their separation on the system."
Handling Uninformed Absenteeism.txt,8,What is the role of the Reporting Manager in handling uninformed absenteeism?,"The Reporting Manager is responsible for attempting to contact the absent employee, documenting their attempts, and updating the HR Business Partner. They play a key role in the initial stages of the process."
Handling Uninformed Absenteeism.txt,9,What is the role of HR in handling uninformed absenteeism?,"HR initiates the disciplinary process after 5 days of uninformed absence, issues the caution letter, show cause notice, and potential termination letter. They also assist managers with the process and provide guidance."
Handling Uninformed Absenteeism.txt,10,How often is this policy reviewed?,This policy is reviewed annually on April 1st to ensure it remains compliant with legal obligations and business needs.
Handling Uninformed Absenteeism.txt,11,What other policies are related to this Uninformed Absenteeism policy?,"This policy should be read in conjunction with Angel One's Code of Conduct, Grievance Policy, Whistleblower Policy, Prevention of Sexual Harassment Policy, and any other relevant company policies and applicable laws."
Handling Uninformed Absenteeism.txt,12,What are the potential penalties for continued uninformed absenteeism?,"Potential penalties include a caution letter, show cause notice, and ultimately, termination of employment."
Handling Uninformed Absenteeism.txt,13,Is there a timeframe for responding to the caution and show cause notices?,"The policy doesn't specify exact response times for the notices, but prompt responses are expected to facilitate a resolution."
Handling Uninformed Absenteeism.txt,14,"What if an employee has a legitimate reason for their absence, but failed to inform their manager promptly?",The employee should immediately contact their manager to explain the situation.  The manager will assess the reason and determine if the disciplinary process should be halted.
Handling Uninformed Absenteeism.txt,15,Where can I find more information about this policy?,"This policy document itself provides comprehensive details.  For any further clarification, contact your HR Business Partner or refer to related policies listed within the document."
Handling Uninformed Absenteeism.txt,16,What is the document ID for this policy?,The document ID is not specified in the provided text.
Handling Uninformed Absenteeism.txt,17,Who is the policy owner and approver?,The People Relations Team is both the policy owner and approver.
Handling Uninformed Absenteeism.txt,18,When did this policy come into effect?,"This policy came into effect on April 1st, 2023."
Handling Uninformed Absenteeism.txt,19,"What resources are available to help employees improve their performance, as mentioned in Annexure D?","Employees can seek guidance from their Line Manager, Skip Level Manager, and the Learning and Development team.  They can also access the Employee Assistance Programme for additional support."
Handling Uninformed Absenteeism.txt,20,"What is the significance of Annexures A, B, and C in relation to this policy?","Annexures A, B, and C provide additional context regarding performance standards, informal management approaches, and manager guidance for staged meetings, which are relevant to addressing performance issues that may contribute to absenteeism."
Learning wallet Policy.txt,1,What is the purpose of the Learning Wallet?,"The Learning Wallet provides financial support for Angelites' job-related courses, training, or conferences to enhance skills and align with business goals, fostering career growth."
Learning wallet Policy.txt,2,What types of learning are covered by the Learning Wallet?,"The Learning Wallet covers external training, online courses, and conferences directly related to an Angelite's role.  It does not cover membership fees, hobbies, books, magazines, digital subscriptions, or gifts."
Learning wallet Policy.txt,3,What is the Learning Wallet limit for my grade level?,"The limit varies by grade and department (Business & Shared Services, Tech & Product).  Refer to the policy document's table for the specific limit for your grade."
Learning wallet Policy.txt,4,What is the approval process for using the Learning Wallet?,"First, get initial approval from your manager (or skip-level manager) with a business justification.  Then, send the approved request to your Learning Partner (listed in the Contact Matrix) for final approval from the L&D Head.  All approvals are valid for 3 months."
Learning wallet Policy.txt,5,How long before a course do I need to seek approval?,Aim to get approvals 15 to 30 days before the course/conference commences.
Learning wallet Policy.txt,6,What documents are required for reimbursement?,"For reimbursement, submit your completion certificate, payment receipt, and all approval emails to capabilitydevelopment@angelbroking.com within 30 days of finishing the program.  Upload documents to the Spend Management Tool."
Learning wallet Policy.txt,7,What happens if I leave Angel One within a year of using the Learning Wallet?,"If you voluntarily leave within one year, the course fee will be deducted from your final settlement."
Learning wallet Policy.txt,8,Can I use the Learning Wallet during my notice period?,"No, the Learning Wallet policy is not applicable during your notice period."
Learning wallet Policy.txt,9,How long must I work at Angel One to be eligible for the Learning Wallet?,You must have completed at least three months with Angel One to be eligible.
Learning wallet Policy.txt,10,What if my manager rejects my Learning Wallet request?,"If your manager rejects your request, discuss the reasons for the rejection and explore alternative solutions or resubmit a revised request addressing the concerns."
Learning wallet Policy.txt,11,Who is my Learning Partner for approval?,Your Learning Partner depends on your department. Refer to the Contact Matrix in the policy document to find the appropriate contact.
Learning wallet Policy.txt,12,Can I use the Learning Wallet for courses outside my current role?,"While it's primarily for your current role, discuss with your manager and Learning Partner if a course aligns with your career path and has clear business value."
Learning wallet Policy.txt,13,What happens if I change roles within Angel One?,"Previously approved reimbursements remain unaffected. For new requests, ensure alignment with your new role and obtain approval from your new manager."
Learning wallet Policy.txt,14,What if I don't complete the course within three months of approval?,You might not receive reimbursement if the course isn't completed within three months and may need to discuss it with your Learning Partner.
Learning wallet Policy.txt,15,Can I apply for multiple courses in a financial year?,"Yes, but the total cost must remain within your annual Learning Wallet limit, and each course must align with your role and receive the necessary approvals."
Learning wallet Policy.txt,16,What if my course is only partially completed by the end of the financial year?,Only fully completed courses with certificates of completion qualify for reimbursement within the financial year.  Plan your course completion accordingly.
Learning wallet Policy.txt,17,Can I use the Learning Wallet for renewal fees for certifications?,"Generally no, but discuss with your manager if the renewal is crucial for your role."
Learning wallet Policy.txt,18,Can I exceed my Learning Wallet limit for a high-value opportunity?,Exceptions may be considered if the learning aligns with critical business needs. Discuss this with your manager and Learning Partner.
Learning wallet Policy.txt,19,What is the effective date of this Learning Wallet policy?,"This policy is effective from February 4th, 2025. Courses started before this date will not be reimbursed unless explicitly approved under previous policy versions (1.0, 2.0, 3.0, 4.0 & 5.0)."
Learning wallet Policy.txt,20,What if I have further questions regarding this policy?,Contact your Learning Partner or the Capability Development team at capabilitydevelopment@angelbroking.com for assistance.
Leave Policy AOL.txt,1,What is the purpose of this leave policy?,"This policy provides clear guidelines on leave provisions to balance employees' personal and professional lives, detailing available leave types and application procedures."
Leave Policy AOL.txt,2,Who does this policy apply to?,This policy applies to all full-time employees of Angel One.
Leave Policy AOL.txt,3,How many days of annual leave do I get?,"You accrue 12 days of annual leave per year, credited quarterly on April 1st, July 1st, October 1st, and January 1st.  You can accrue a maximum of 45 days."
Leave Policy AOL.txt,4,Can I carry over unused annual leave?,"Yes, unused annual leave can be carried over to the next year, up to a maximum of 45 days.  Any excess will expire on March 31st."
Leave Policy AOL.txt,5,Can I cash out my annual leave?,"Yes, unused annual leave (up to 45 days) can be encashed upon separation, retirement, or termination, based on your basic pay."
Leave Policy AOL.txt,6,"How many days of mandatory leave do I get, and can I carry it over?","You receive 10 days of mandatory leave per year, credited in two installments of 5 days each on April 1st and October 1st.  Unused mandatory leave does not carry over."
Leave Policy AOL.txt,7,"What is special leave for, and how long is it?","Special leave is for your birthday. You get 1 day, and must use it within 30 days of your birthday.  It is not carried over."
Leave Policy AOL.txt,8,"How long is maternity leave, and what are the requirements?","Maternity leave is 182 days (26 weeks), with a maximum of 8 weeks before delivery.  A medical certificate at least 8 weeks prior to the leave is required.  For women with more than two surviving children, the leave is reduced to 12 weeks.  80 days of employment is required before eligibility."
Leave Policy AOL.txt,9,What are the details for paternity leave?,"Paternity leave is 10 days, and is valid for the first two births or adoption of a child under one year old. Supporting documents (birth certificate, hospital discharge card, or adoption letter) are required. Leave must be taken before or within 2 months of birth/adoption."
Leave Policy AOL.txt,10,How do I apply for leave?,Most leaves are applied through Darwinbox.  Critical illness leave and sabbatical leave require email requests with supporting documentation.
Leave Policy AOL.txt,11,What is the process for getting my leave approved?,"Most leave requests must be approved by your Reporting Manager within 3 days (except parental leaves, which must be approved before the 20th of the month).  If not approved within this timeframe, it is automatically approved (except for parental leaves which will become Loss Of Pay)."
Leave Policy AOL.txt,12,What happens if I don't get my leave approved?,"If your leave is denied, you are not entitled to compensation for that time.  Management reserves the right to recall you from leave if necessary."
Leave Policy AOL.txt,13,What if I need more leave than what's allocated?,You can apply for Leave Without Pay (LWP) for up to 30 days; anything beyond requires further scrutiny.
Leave Policy AOL.txt,14,What are the penalties for unauthorized absence?,"Unauthorized absence without prior notification or application results in no pay.  Three consecutive days of unauthorized absence may result in disciplinary action, up to and including termination."
Leave Policy AOL.txt,15,Can I take leave during my notice period?,"Ideally not, but you can apply for leave in case of emergencies with your Reporting Manager's approval."
Leave Policy AOL.txt,16,What is the policy on submitting leave requests after the fact?,Leave requests can be submitted through Darwinbox up to 60 days after the leave was taken. Requests older than 60 days will be considered LOP.
Leave Policy AOL.txt,17,What is the procedure for critical illness support leave?,"This leave requires an email request to your HR Business Partner, with support documentation and approval from your Reporting Manager.  It's used only after annual and mandatory leave is exhausted and does not appear in Darwinbox."
Leave Policy AOL.txt,18,What are the eligibility requirements for sabbatical leave?,"You need at least two years of service, a performance rating of 'Meeting Expectations' or higher, and no involvement in grievances, PEPs, or disciplinary actions.  Approval is required from your Reporting Manager, Skip-Level Manager, and/or CXO."
Leave Policy AOL.txt,19,What is the annual cycle for leave accounting?,The annual leave accounting cycle runs from April 1st to March 31st. Unused annual leave (up to 45 days) carries over; other unused leaves expire on March 31st.
Leave Policy AOL.txt,20,Who should I contact if I have questions about this policy?,"For clarification, contact hrb@angelbroking.com, Rakshatha.shetty@angelbroking.com, or raise a ticket on 'HR assist' in Darwinbox.  Exceptions require approval from subhash.menon@angelbroking.com."
oldnewregime.txt,1,What is the purpose of this policy document?,"This document outlines the new and old income tax regimes, detailing tax slabs, benefits, exemptions, and deductions.  It aims to clarify the differences between the two regimes to help individuals and employees choose the most beneficial option."
oldnewregime.txt,2,What are the key differences between the New and Old Tax Regimes?,"The New Regime offers lower tax rates but fewer exemptions and deductions, while the Old Regime maintains existing rates but allows for various deductions under sections 80C, 80D, etc. The New Regime is generally more beneficial for lower to mid-range incomes, while the Old Regime may be better for higher incomes with significant eligible deductions."
oldnewregime.txt,3,What are the tax slabs under the New Tax Regime?,"Under the New Regime, tax slabs are: 0% up to ₹4 Lakhs; 5% for ₹4-8 Lakhs; 10% for ₹8-12 Lakhs; 15% for ₹12-16 Lakhs; 20% for ₹16-20 Lakhs; 25% for ₹20-24 Lakhs; and 30% for ₹24 Lakhs and above."
oldnewregime.txt,4,What are the tax slabs under the Old Tax Regime?,"Under the Old Regime, tax slabs are: 0% up to ₹2.5 Lakhs; 5% (with complete rebate) for ₹2.5-5 Lakhs; 20% for ₹5-10 Lakhs; and 30% for ₹10 Lakhs and above."
oldnewregime.txt,5,What is the rebate under section 87A for each regime?,"In the New Regime, a rebate up to 100% of income tax or ₹60,000 (whichever is less) is available for total income up to ₹12 Lakhs. In the Old Regime, it's up to 100% of income tax or ₹12,500 (whichever is less) for total income up to ₹5 Lakhs."
oldnewregime.txt,6,What is the surcharge applicable under both regimes?,"The surcharge is applicable on income above ₹50 Lakhs, with rates varying from 10% to 37% (reduced to 25% for ₹5 Crores and above) depending on the income bracket.  The rates are identical in both regimes."
oldnewregime.txt,7,What is the education cess?,A 4% education cess is applicable on the total tax payable under both regimes.
oldnewregime.txt,8,What are the standard deductions available?,"The Old Regime offers a standard deduction of ₹50,000. The New Regime offers a standard deduction of ₹75,000."
oldnewregime.txt,9,What exemptions are available under the Old Regime's flexible benefit plan?,"Exemptions vary by employee grade and include allowances for fuel, vehicle maintenance, books, professional development, movable assets, mobile handsets, club facilities, Sodexo meal allowances, leave travel allowance, and telephone allowance.  Specific amounts are detailed in the document for each grade."
oldnewregime.txt,10,Can I claim exemptions under the New Regime?,"Generally, no. The New Regime does not allow most exemptions.  The only notable exception is the increased deduction under section 80CCD(2) for employer's NPS contribution (up to 14% of basic salary)."
oldnewregime.txt,11,What deductions are allowed under the Old Regime?,"The Old Regime allows deductions under various sections including 80C, 80CCC, 80CCD (up to 10% of basic salary), 80D, 80DD, 80DDB, 80U, 80G, 80GGA, 80GGC, 24, 80E, 80EE, 80EEA, 80GG, 80CCG, and 80TTA/B."
oldnewregime.txt,12,How do I avail the Pluxee (Sodexo) meal coupon benefit?,"To avail this benefit, employees need to send an email to mahesh.lad@angelone.in and vini.tiwari@angelone.in. From June 1st, 2025, selection will be through the Payroll tab."
oldnewregime.txt,13,What are the rules regarding NPS investment under both regimes?,"Employees can invest up to 10% of their basic salary under the Old Regime and 14% under the New Regime.  This investment is eligible for tax deduction u/s 80CCD(2), with an upper limit of ₹7.5 Lakhs for tax benefits."
oldnewregime.txt,14,Which regime is better for me?,"The optimal regime depends on your individual income and the amount of eligible deductions you can claim under the Old Regime.  For lower to mid-range incomes, the New Regime might be simpler and more beneficial.  For higher incomes with significant eligible deductions, the Old Regime might be advantageous.  You should perform a detailed calculation based on your specific circumstances."
oldnewregime.txt,15,What are the retirement benefits included in the New Regime?,"The New Regime includes retirement benefits such as Voluntary Retirement (Section 10(10C)), Leave Encashment (Section 10(10AA)), and Gratuity (Section 10(10))."
oldnewregime.txt,16,What is the limit for gifts from employers under the New Regime?,"Gifts from employers are tax-exempt up to ₹5,000 under the New Regime."
oldnewregime.txt,17,What are the rules regarding interest on home loans under both regimes?,"Under the New Regime, interest on home loans is deductible only for let-out properties (Section 24). The Old Regime may offer more flexibility depending on other deductions claimed."
oldnewregime.txt,18,Where can I find more detailed information on tax calculation?,"This document provides a sample tax calculation demonstrating the potential savings in the New Regime. For more precise calculations based on your unique circumstances, consult a tax professional or use income tax software."
oldnewregime.txt,19,What are the responsibilities of the employee regarding tax compliance?,Employees are responsible for accurately reporting their income and selecting the appropriate tax regime.  They should maintain records to support their deductions and claims and file their tax returns according to the stipulated deadlines. Failure to comply may result in penalties.
oldnewregime.txt,20,What are the potential penalties for non-compliance?,"Penalties for non-compliance with tax regulations can include interest charges, fines, and even legal action.  Specific penalties depend on the nature and severity of the violation.  It's crucial to understand and adhere to all relevant tax laws and regulations."
ONBOARDINGFAQs.txt,1,What is the Angel One onboarding process like?,"Angel One's onboarding is fully digital, designed to be smooth and simple.  Much of the process is completed before your first day, including IT asset allocation and team introductions.  You'll be well-prepared to begin working immediately."
ONBOARDINGFAQs.txt,2,Who is responsible for managing my onboarding?,A dedicated onboarding team within Human Resources & Learning will guide you. You'll also have a designated onboarding Single Point of Contact (SPOC) and your Reporting Manager to answer questions.
ONBOARDINGFAQs.txt,3,How can I contact someone if I have work-related questions before my start date?,Contact your Reporting Manager. Their contact details are available on the onboarding platform homepage.
ONBOARDINGFAQs.txt,4,What is the official method of communication before and after I join?,"Before your start date, communication will be via your personal email. On your first day, you will receive your official Angel One email address, and all future communication will use that address."
ONBOARDINGFAQs.txt,5,Who will support me during my first few days?,A work buddy ('Angelite') will be assigned to assist you. You'll receive their details via your company email on your first day.
ONBOARDINGFAQs.txt,6,Can I change my start date?,"Yes, contact your recruiter or HR at least two days before your scheduled start date."
ONBOARDINGFAQs.txt,7,How is my personal information populated on the onboarding form?,"Your name is taken from your resume, and other details are pre-filled from your pre-offer form.  All fields are editable."
ONBOARDINGFAQs.txt,8,Why is it important to double-check my name on the onboarding form?,Your official email address is created using your name; ensuring accuracy prevents issues with email creation and other company systems.
ONBOARDINGFAQs.txt,9,Can I edit the onboarding form after submitting it?,"Yes, contact your onboarding SPOC to have the form resent for corrections."
ONBOARDINGFAQs.txt,10,Do I need a bank account for salary payment?,"Yes, an active individual savings account is required for salary credit. You'll need to provide proof like a cancelled cheque or bank statement."
ONBOARDINGFAQs.txt,11,Are there any restrictions on which bank I can use for salary payments?,"No, you can use any bank with an individual savings account."
ONBOARDINGFAQs.txt,12,Can I use a joint savings account for salary payment?,"No, only individual savings accounts are accepted."
ONBOARDINGFAQs.txt,13,What if I don't have a relieving letter from my previous employer?,A relieving letter is mandatory. Inform your recruiter or onboarding SPOC at least two days before your start date if you encounter delays.
ONBOARDINGFAQs.txt,14,When is the deadline for submitting the onboarding form?,"Ideally, complete the form seven days before your start date. The absolute deadline is two working days prior."
ONBOARDINGFAQs.txt,15,What IT equipment will I receive?,You'll receive necessary IT assets (like a laptop) based on your role.  Ensure your address is updated on the Darwin Box portal at least seven days prior to your start date for timely delivery.
ONBOARDINGFAQs.txt,16,"When will I receive my employee code, email ID, and SSO ID?","You will receive this information on your first day, in the morning, via your personal email."
ONBOARDINGFAQs.txt,17,Does Angel One conduct background checks?,"Yes, background checks are conducted after your start date by a third-party vendor and usually take 3-6 weeks."
ONBOARDINGFAQs.txt,18,What should I expect on my first day?,"You'll participate in a virtual induction session (Zoom) covering company information, tools, and procedures. Ensure your onboarding form is approved beforehand.  If working from the office, arrive by 9:00 AM for a 9:30 AM induction."
ONBOARDINGFAQs.txt,19,What happens after the Day 1 induction?,"Connect with your Reporting Manager, attend a 'Perks and Benefits' session (following Wednesday), and a 'Goal Setting' session (within your first month)."
ONBOARDINGFAQs.txt,20,What is Angel One's leave policy?,"Angel One offers various leaves (maternity, paternity, annual, etc.). Details are available on Darwinbox after your joining date."
OPDClaims.txt,1,How do I access the OPD claim form?,Navigate to the 'Claims' section from the left-hand menu.  This will bring you to the claim form.
OPDClaims.txt,2,What is the initial claim category setting?,The default claim category is set to 'IPD' (Inpatient Department). You must change this to 'OPD' to file an outpatient claim.
OPDClaims.txt,3,How do I change the claim category to OPD?,"On the claim form, locate the 'Claim Category' field and select 'OPD' from the dropdown menu or options provided."
